,gene.id,symbol
13584,10002901894.Tcp11,Tcp11
13585,10004034033.Olfr606,Olfr606
13586,10002916555.Zbtb26,Zbtb26
13587,10002924932.Cdr1,Cdr1
13588,10002946645.Hrh1,Hrh1
13589,515173.Usp47,Usp47
13590,518673.4930432B10Rik,4930432B10Rik
13591,508372.Hif1a,Hif1a
13592,10004038289.Dsg2,Dsg2
13593,1376750.A530017D24Rik,A530017D24Rik
13594,10002901867.Lsg1,Lsg1
13595,10003841968.Frmd8os,Frmd8os
13596,10002910115.Fnbp4,Fnbp4
13597,10002921695.Gm22013,Gm22013
13598,10002940559.Gm23537,Gm23537
13599,10002906589.Alkal1,Alkal1
13600,10004033557.Atg2b,Atg2b
13601,498861.Scyl1,Scyl1
13602,511449.Gm7962,Gm7962
13603,10004037416.Zfp318,Zfp318
13604,10002900044.Pank4,Pank4
13605,512456.Ncor1,Ncor1
13606,10002901563.Gm9276,Gm9276
13607,10003842549.Gm42636,Gm42636
13608,10003838969.Gm815,Gm815
13609,10002899161.Mex3a,Mex3a
13610,10002926460.3110018I06Rik,3110018I06Rik
13611,10002933899.Gm42920,Gm42920
13612,10002913552.Kank3,Kank3
13613,10003844471.Thoc5,Thoc5
13614,517665.Phox2b,Phox2b
13615,500176.Dohh,Dohh
13616,10003837873.Ddx6,Ddx6
13617,10004034677.Ano5,Ano5
13618,10003845948.Celf4,Celf4
13619,10002930577.Mkks,Mkks
13620,10004033130.Olfr854,Olfr854
13621,10003836894.Gm4782,Gm4782
13622,10002920556.Myl9,Myl9
13623,10003836672.Gm5050,Gm5050
13624,10002900061.Rfx8,Rfx8
13625,10003837158.Gm10439,Gm10439
13626,501174.Rgs18,Rgs18
13627,511099.4930549P19Rik,4930549P19Rik
13628,10003839214.Gm43437,Gm43437
13629,10002906058.Smyd3,Smyd3
13630,10004034607.Akap10,Akap10
13631,10003837863.Gm16130,Gm16130
13632,505871.Adra1a,Adra1a
13633,512301.5830432E09Rik,5830432E09Rik
13634,509386.Pea15a,Pea15a
13635,10004037325.4933402D24Rik,4933402D24Rik
13636,10002678272.Nap1l3,Nap1l3
13637,10002896904.Slc17a4,Slc17a4
13638,10002939741.Gm31693,Gm31693
13639,510670.Cyp2f2,Cyp2f2
13640,10004034816.Ly6g5c,Ly6g5c
13641,513543.1110035H17Rik,1110035H17Rik
13642,10003844833.Gm31904,Gm31904
13643,10002902957.Esrp2,Esrp2
13644,1011816.Klk1b9,Klk1b9
13645,10002911723.Hlcs,Hlcs
13646,10003845298.Gm38412,Gm38412
13647,519988.2610507I01Rik,2610507I01Rik
13648,10004035697.Gm26813,Gm26813
13649,500178.Mrpl37,Mrpl37
13650,497961.Pakap,Pakap
13651,513198.Emd,Emd
13652,10004037955.8030442B05Rik,8030442B05Rik
13653,512259.Tubb2b,Tubb2b
13654,501943.Dach1,Dach1
13655,10004037330.4930538E20Rik,4930538E20Rik
13656,10004034546.Exosc4,Exosc4
13657,498971.H2-DMa,H2-DMa
13658,10003844807.Cpm,Cpm
13659,498407.1700119H24Rik,1700119H24Rik
13660,10002924041.Alg12,Alg12
13661,10004035647.Hnrnph3,Hnrnph3
13662,10002907933.Mtr,Mtr
13663,10004037573.Vmn1r44,Vmn1r44
13664,519995.4930572K03Rik,4930572K03Rik
13665,515625.Plpp3,Plpp3
13666,10004033900.Olfr201,Olfr201
13667,10002913896.Gm14052,Gm14052
13668,10002918855.Ctdsp1,Ctdsp1
13669,10004037703.Lpp,Lpp
13670,518283.Slc23a4,Slc23a4
13671,516532.Akirin2,Akirin2
13672,10002912787.Ndufaf5,Ndufaf5
13673,500845.Cacna2d3,Cacna2d3
13674,500126.Trim10,Trim10
13675,10002917128.Gm37996,Gm37996
13676,10002905455.Nt5c2,Nt5c2
13677,500650.Nhlrc2,Nhlrc2
13678,10004034293.Vmn2r69,Vmn2r69
13679,504042.Rfwd3,Rfwd3
13680,10004034528.Dera,Dera
13681,10003839989.Prr14,Prr14
13682,10003845490.Gm14127,Gm14127
13683,10003836967.Gm11235,Gm11235
13684,10004034103.Hs3st4,Hs3st4
13685,513355.Acp5,Acp5
13686,10002899762.Mical2,Mical2
13687,10003838448.Rtp2,Rtp2
13688,10003844756.4930503E24Rik,4930503E24Rik
13689,10003841359.Gm12511,Gm12511
13690,10002901404.Pank2,Pank2
13691,10004035345.Cldn20,Cldn20
13692,10004035238.B3galt2,B3galt2
13693,1365055.Zfp106,Zfp106
13694,503547.4930549C15Rik,4930549C15Rik
13695,497847.Siglece,Siglece
13696,10003841649.Gm43408,Gm43408
13697,10004033385.Pacs2,Pacs2
13698,509523.Ikbkg,Ikbkg
13699,10003846028.Csnk1g3,Csnk1g3
13700,499870.Prr23a3,Prr23a3
13701,512281.Crygf,Crygf
13702,10003838185.Kif1b,Kif1b
13703,10002905581.Olfr1501,Olfr1501
13704,508145.Ppifos,Ppifos
13705,10004037782.Tmem26,Tmem26
13706,10002938857.Gm14294,Gm14294
13707,499377.Dvl3,Dvl3
13708,10002948080.Ccser1,Ccser1
13709,10004038070.Taar8b,Taar8b
13710,10003841659.Gm37317,Gm37317
13711,10002916833.Kdm6a,Kdm6a
13712,10003838644.Mthfd2l,Mthfd2l
13713,1008981.Gm9419,Gm9419
13714,10003838308.Gm553,Gm553
13715,511269.Zfp788,Zfp788
13716,10003841774.Rnf24,Rnf24
13717,10002903618.Uhrf1bp1,Uhrf1bp1
13718,1008920.Cpsf4,Cpsf4
13719,10003840492.Scara3,Scara3
13720,10002933402.B020017C02Rik,B020017C02Rik
13721,10002913176.Gm15406,Gm15406
13722,10004038440.Onecut3,Onecut3
13723,501708.Dennd1b,Dennd1b
13724,1481179.Btnl9,Btnl9
13725,10002678232.Cs,Cs
13726,10002938581.Gm14710,Gm14710
13727,10002915158.Ercc8,Ercc8
13728,10004035542.Nkg7,Nkg7
13729,10004037700.D430041D05Rik,D430041D05Rik
13730,1014388.Rora,Rora
13731,10002945589.Nxt2,Nxt2
13732,506954.Gm43668,Gm43668
13733,10002901419.Igsf8,Igsf8
13734,10002900207.Wdr25,Wdr25
13735,10003844968.Hps5,Hps5
13736,10003837313.Tanc1,Tanc1
13737,500561.Tal1,Tal1
13738,508969.Slc35b2,Slc35b2
13739,506217.Gm42959,Gm42959
13740,10003839298.Fam171a1,Fam171a1
13741,10004035208.Zfp316,Zfp316
13742,10002907657.Prcd,Prcd
13743,10003844040.Ska1,Ska1
13744,10002898039.Rgs9,Rgs9
13745,10004037720.E2f3,E2f3
13746,508189.Zfp790,Zfp790
13747,518341.Eif1-ps3,Eif1-ps3
13748,10004033542.Gpn1,Gpn1
13749,511307.Gm49051,Gm49051
13750,509417.Tssk3,Tssk3
13751,514689.Itih5,Itih5
13752,1011242.Ppp3ca,Ppp3ca
13753,503957.Tmem121,Tmem121
13754,10004037147.Nxnl1,Nxnl1
13755,502183.Prdx4,Prdx4
13756,516951.2310015K22Rik,2310015K22Rik
13757,508520.Mettl9,Mettl9
13758,10003843567.Rncr4,Rncr4
13759,505804.Vmn1r51,Vmn1r51
13760,498852.Racgap1,Racgap1
13761,10004033455.Fbxl7,Fbxl7
13762,10004037087.Gm17737,Gm17737
13763,10002910643.Vcpkmt,Vcpkmt
13764,1487610.Car4,Car4
13765,10002944501.Lncbate1,Lncbate1
13766,10002902471.Tgds,Tgds
13767,10002917612.Znrd1as,Znrd1as
13768,10004034655.Olfr1038-ps,Olfr1038-ps
13769,10004036101.Vmn2r19,Vmn2r19
13770,10004035943.S100a8,S100a8
13771,10002938683.Gm10385,Gm10385
13772,504956.Lbx1,Lbx1
13773,509354.Arfip1,Arfip1
13774,508480.Cyp4f14,Cyp4f14
13775,10002900355.Trbv10,Trbv10
13776,10004036785.Coa5,Coa5
13777,10002951106.Gm23679,Gm23679
13778,10002900673.Oma1,Oma1
13779,507401.Ndfip1,Ndfip1
13780,10004038398.Htr2a,Htr2a
13781,10003839377.Gm43068,Gm43068
13782,500760.Zfp541,Zfp541
13783,10002927334.Gm29088,Gm29088
13784,10003842182.Gm26679,Gm26679
13785,508194.Armc4,Armc4
13786,10003838254.Gm13594,Gm13594
13787,508408.Pak2,Pak2
13788,507978.Nhsl2,Nhsl2
13789,10004035965.Maats1,Maats1
13790,10002899084.Gm18894,Gm18894
13791,10003839865.Slc35b4,Slc35b4
13792,509249.1010001B22Rik,1010001B22Rik
13793,10003837550.Gm26705,Gm26705
13794,10003119445.Gskip,Gskip
13795,10002919719.Gm29234,Gm29234
13796,511231.Mthfd1l,Mthfd1l
13797,10004034933.Fancf,Fancf
13798,10002938290.Gm26420,Gm26420
13799,10004036553.Manf,Manf
13800,499672.Ulk4,Ulk4
13801,1476005.Dlg2,Dlg2
13802,10002904499.Mansc4,Mansc4
13803,10002951599.Ephb2,Ephb2
13804,518914.Mink1,Mink1
13805,10002678416.Ucn2,Ucn2
13806,10002897778.Arcn1,Arcn1
13807,10002926840.Prss54,Prss54
13808,519024.Gm6581,Gm6581
13809,10002912255.Enho,Enho
13810,10002908009.Syne2,Syne2
13811,10003838145.1700045H11Rik,1700045H11Rik
13812,504483.Taf5l,Taf5l
13813,10002910355.Adam11,Adam11
13814,507359.Arl1,Arl1
13815,10004037073.Olfr1313,Olfr1313
13816,10003839713.Fndc3a,Fndc3a
13817,10003836639.Zfp977,Zfp977
13818,10003840546.4933406G16Rik,4933406G16Rik
13819,10002913905.Nlgn2,Nlgn2
13820,10003837018.4930415L06Rik,4930415L06Rik
13821,518522.Arnt,Arnt
13822,10002913139.Stk33,Stk33
13823,10002896646.Olfr1134,Olfr1134
13824,511359.Cd44,Cd44
13825,10002906310.Mybbp1a,Mybbp1a
13826,509612.Cmtm7,Cmtm7
13827,10004037802.4930408O17Rik,4930408O17Rik
13828,509651.Thumpd3,Thumpd3
13829,10002899582.Mylip,Mylip
13830,10003836993.Gm4987,Gm4987
13831,502685.Polr1c,Polr1c
13832,10002901865.Trdc,Trdc
13833,10003839904.Stmn3,Stmn3
13834,501964.Chrna9,Chrna9
13835,10002915192.Nhlrc1,Nhlrc1
13836,10002908201.Traf3,Traf3
13837,10002898751.Bcl2a1d,Bcl2a1d
13838,10002897617.Scnn1b,Scnn1b
13839,10003839579.1700025K24Rik,1700025K24Rik
13840,513714.Spef1,Spef1
13841,10002944448.Fut9,Fut9
13842,10004033366.Gm4107,Gm4107
13843,10004036435.Olfr1298,Olfr1298
13844,10003841709.Gm19694,Gm19694
13845,10002936855.Gm14069,Gm14069
13846,505231.Rbm39,Rbm39
13847,500583.Dhx33,Dhx33
13848,10003843507.Mir144,Mir144
13849,510608.Fzd9,Fzd9
13850,514673.Asic4,Asic4
13851,10003836738.Apobec1,Apobec1
13852,10003839242.Smap2,Smap2
13853,499914.2900026A02Rik,2900026A02Rik
13854,10004037216.1700065I16Rik,1700065I16Rik
13855,10002944734.Gm12795,Gm12795
13856,10003837082.Gm5937,Gm5937
13857,1015901.Cited2,Cited2
13858,10003844758.Sipa1l2,Sipa1l2
13859,502971.Vta1,Vta1
13860,517987.Tmem35a,Tmem35a
13861,511557.Ptger2,Ptger2
13862,505981.Tm9sf1,Tm9sf1
13863,10004035350.Olfr553,Olfr553
13864,10003844417.Rab24,Rab24
13865,10002947623.Nt5c1a,Nt5c1a
13866,498121.Flrt3,Flrt3
13867,10003843074.Pcdh9,Pcdh9
13868,10002938457.Gm14000,Gm14000
13869,516756.Epb41l4b,Epb41l4b
13870,518296.Col13a1,Col13a1
13871,10002911958.Krtap4-2,Krtap4-2
13872,10002913894.Tlnrd1,Tlnrd1
13873,10002906507.Fntb,Fntb
13874,501469.Dennd1b,Dennd1b
13875,10003837719.AI463170,AI463170
13876,10004035446.Rab43,Rab43
13877,10004035961.Adam12,Adam12
13878,10002898508.Tbc1d1,Tbc1d1
13879,10002907106.Os9,Os9
13880,510072.Fgf13,Fgf13
13881,516178.S100a10,S100a10
13882,10002908360.Psmd3,Psmd3
13883,10002908254.Gm2607,Gm2607
13884,10003837596.1700022N22Rik,1700022N22Rik
13885,10004037629.4921539E11Rik,4921539E11Rik
13886,10003842556.Gm18402,Gm18402
13887,513263.0610009L18Rik,0610009L18Rik
13888,10002904614.Serpina10,Serpina10
13889,516377.Tmem132c,Tmem132c
13890,10004034357.Mrgpra2a,Mrgpra2a
13891,10004037792.4930517E14Rik,4930517E14Rik
13892,10003836395.Gm4797,Gm4797
13893,10003839937.A730046J19Rik,A730046J19Rik
13894,515068.Tcim,Tcim
13895,505131.Ythdf3,Ythdf3
13896,501984.Gm21972,Gm21972
13897,10003837021.Gm12666,Gm12666
13898,10002914978.Unc5c,Unc5c
13899,514756.2900040C04Rik,2900040C04Rik
13900,508188.St6galnac3,St6galnac3
13901,517328.Hspb3,Hspb3
13902,10002946092.Trpm4,Trpm4
13903,511787.5930435M05Rik,5930435M05Rik
13904,10004037537.Zfyve27,Zfyve27
13905,10002912465.Tmem45a2,Tmem45a2
13906,10002925209.Kif1a,Kif1a
13907,507780.Car3,Car3
13908,10004033601.Fpr-rs5,Fpr-rs5
13909,10003839730.Smim31,Smim31
13910,10002933943.Utp14b-ps1,Utp14b-ps1
13911,10002938509.Dnah14,Dnah14
13912,1015771.Hira,Hira
13913,500784.Eng,Eng
13914,10002936748.Gm45625,Gm45625
13915,10004034545.Nanog,Nanog
13916,10002902514.Surf1,Surf1
13917,10003844514.Morc2a,Morc2a
13918,499235.Slc6a13,Slc6a13
13919,10003840802.Zfp266,Zfp266
13920,10004037659.Mib1,Mib1
13921,10003843647.Gm17494,Gm17494
13922,10004034997.Coa4,Coa4
13923,10004033505.Stard4,Stard4
13924,10002913397.Foxn2,Foxn2
13925,508953.Adamts2,Adamts2
13926,10002944744.1700066J03Rik,1700066J03Rik
13927,504774.Opn1sw,Opn1sw
13928,510569.Esrrb,Esrrb
13929,10002904646.Il17c,Il17c
13930,10003842731.Gm28269,Gm28269
13931,10003843367.Gm13528,Gm13528
13932,500211.Gm28047,Gm28047
13933,10002904390.Prdx3,Prdx3
13934,504372.Meis3,Meis3
13935,10003845727.Gm31300,Gm31300
13936,10003840266.1700094D03Rik,1700094D03Rik
13937,10002934129.Rhoay-ps1,Rhoay-ps1
13938,508181.Gm28356,Gm28356
13939,10002904238.Slain1,Slain1
13940,10002934593.Tshz2,Tshz2
13941,10003837673.4930447J18Rik,4930447J18Rik
13942,10004034092.Utrn,Utrn
13943,517711.Fxyd6,Fxyd6
13944,10003837412.Cnih4,Cnih4
13945,10003838384.4833438C02Rik,4833438C02Rik
13946,10002943017.Naaladl2,Naaladl2
13947,499480.Psmg1,Psmg1
13948,10003844383.Micu2,Micu2
13949,500885.AK157302,AK157302
13950,10003839482.Gm15500,Gm15500
13951,10003839647.Snx29,Snx29
13952,10002912265.Phospho2,Phospho2
13953,10002901412.Inafm2,Inafm2
13954,10003838432.Gm6327,Gm6327
13955,508989.Ubd,Ubd
13956,10002916916.Wdfy2,Wdfy2
13957,10002678623.Recql5,Recql5
13958,10004037760.Pabpc5,Pabpc5
13959,511575.Ndufa8,Ndufa8
13960,10003839533.Mindy4b-ps,Mindy4b-ps
13961,10003842159.Syne2,Syne2
13962,10002924089.Gm15441,Gm15441
13963,499499.Tmem8,Tmem8
13964,10002910003.Necap1,Necap1
13965,508916.Mepce,Mepce
13966,10002911587.Gm6869,Gm6869
13967,10004033914.Tes3-ps,Tes3-ps
13968,10003837231.Ndst3,Ndst3
13969,10002902613.Sds,Sds
13970,10004036419.Hspa12b,Hspa12b
13971,516049.Trdn,Trdn
13972,517350.Dnajc2,Dnajc2
13973,513104.Areg,Areg
13974,499502.Stk11ip,Stk11ip
13975,498152.Hsph1,Hsph1
13976,10004037311.Pcdhgc4,Pcdhgc4
13977,10002913538.Tmem131l,Tmem131l
13978,10002899132.Adamtsl4,Adamtsl4
13979,10003840527.1700040F17Rik,1700040F17Rik
13980,10002917199.Dock11,Dock11
13981,10004033145.Pcx,Pcx
13982,10002909189.Tmem52b,Tmem52b
13983,10004037679.Olfr881,Olfr881
13984,506314.Gsk3b,Gsk3b
13985,10004035283.Oas1f,Oas1f
13986,10003843103.Gm47706,Gm47706
13987,10003838385.1810058N15Rik,1810058N15Rik
13988,505061.Fam171a1,Fam171a1
13989,10003836848.Gm11836,Gm11836
13990,10004035648.Slc8a1,Slc8a1
13991,10002934676.Abcc8,Abcc8
13992,10003839573.Satb1,Satb1
13993,10002905551.Rufy4,Rufy4
13994,511148.Mapkap1,Mapkap1
13995,10002937447.Gimap5,Gimap5
13996,10004034115.4930579C12Rik,4930579C12Rik
13997,507416.Mrln,Mrln
13998,10004036940.Krtap16-3,Krtap16-3
13999,10003838645.4930429D17Rik,4930429D17Rik
14000,511706.Polk,Polk
14001,502204.Ddit4l,Ddit4l
14002,10002901145.Npffr1,Npffr1
14003,519837.Stt3a,Stt3a
14004,504547.Slc30a7,Slc30a7
14005,516762.Tbpl1,Tbpl1
14006,10003836328.Dynlrb2,Dynlrb2
14007,10004034708.Vmn2r-ps60,Vmn2r-ps60
14008,10002909352.Gm2979,Gm2979
14009,10004037506.Chrna3,Chrna3
14010,10002900017.Zranb1,Zranb1
14011,10002900227.Stx7,Stx7
14012,509626.Sorcs1,Sorcs1
14013,516380.Pram1,Pram1
14014,10004036505.Smg6,Smg6
14015,516822.Gm12168,Gm12168
14016,510866.Rasa1,Rasa1
14017,505269.Gm28040,Gm28040
14018,10002899550.Ice1,Ice1
14019,10004037476.Gm8734,Gm8734
14020,10002950956.Sowahc,Sowahc
14021,501336.Gm16272,Gm16272
14022,10002917020.Mtif3,Mtif3
14023,10002904970.Atg13,Atg13
14024,10002939902.Gm24062,Gm24062
14025,10004036920.Cd320,Cd320
14026,1484959.Defa35,Defa35
14027,10002678130.Hrh3,Hrh3
14028,10004036507.Gpatch8,Gpatch8
14029,10003839386.Pafah1b2,Pafah1b2
14030,511544.Spag1,Spag1
14031,10002900720.Gripap1,Gripap1
14032,10003845926.Prr16,Prr16
14033,10003843639.Gm5283,Gm5283
14034,10004037941.Olfr206,Olfr206
14035,10002909551.Zfp820,Zfp820
14036,10002911482.Diras2,Diras2
14037,10002942171.Zbtb12,Zbtb12
14038,10004033910.Taf6l,Taf6l
14039,10002936076.Slc6a11,Slc6a11
14040,1485370.Tcap,Tcap
14041,516567.Zfp623,Zfp623
14042,10002919315.Hmx2,Hmx2
14043,10003838553.Gm12125,Gm12125
14044,510189.Fam110c,Fam110c
14045,501960.Slc27a3,Slc27a3
14046,10004035475.Sorcs1,Sorcs1
14047,519490.Dcc,Dcc
14048,10002907025.Lclat1,Lclat1
14049,10002944029.Nkx2-1,Nkx2-1
14050,497999.Hmox1,Hmox1
14051,10002902705.Grm5,Grm5
14052,10002898549.Neurod2,Neurod2
14053,10002922149.Gm9910,Gm9910
14054,10003839753.Tmcc3os,Tmcc3os
14055,10003843263.Gm26807,Gm26807
14056,10003844910.Gm3283,Gm3283
14057,10004035764.Olfr555,Olfr555
14058,510258.Pnmal1,Pnmal1
14059,10002907050.Sun3,Sun3
14060,10002906254.Gtf2e2,Gtf2e2
14061,10004037592.Gm7609,Gm7609
14062,10004036398.Olfr774,Olfr774
14063,509965.Tm7sf2,Tm7sf2
14064,10003840489.Gm40578,Gm40578
14065,10003844925.C1qtnf7,C1qtnf7
14066,501918.Asb17os,Asb17os
14067,517115.Ppp2r5d,Ppp2r5d
14068,10003835917.Gm38619,Gm38619
14069,10002936160.Syk,Syk
14070,10002948953.Mfsd9,Mfsd9
14071,504447.Cnr2,Cnr2
14072,10002910810.Ash2l,Ash2l
14073,501987.Ccdc159,Ccdc159
14074,10002901213.Cep76,Cep76
14075,10002902724.Blvra,Blvra
14076,10002913583.Dse,Dse
14077,10002936841.Pax3,Pax3
14078,10004035381.Olfr353,Olfr353
14079,513822.Prrx2,Prrx2
14080,10004033195.Hexdc,Hexdc
14081,10003838992.Rhoj,Rhoj
14082,10004036463.AI504432,AI504432
14083,10002935401.Gm43424,Gm43424
14084,500500.Utp6,Utp6
14085,499886.Usp32,Usp32
14086,10002902684.Fam151a,Fam151a
14087,10002933479.B230220B15Rik,B230220B15Rik
14088,1487603.Tob1,Tob1
14089,10003840128.Sinhcaf,Sinhcaf
14090,500080.4930543K20Rik,4930543K20Rik
14091,10002908301.Ccdc162,Ccdc162
14092,10002678438.Tac1,Tac1
14093,10002937353.Gm48120,Gm48120
14094,517129.Gm48226,Gm48226
14095,10004034956.Olfr1016,Olfr1016
14096,10002912478.Mrgbp,Mrgbp
14097,508542.1700007J10Rik,1700007J10Rik
14098,10003845869.Gm21119,Gm21119
14099,10002928606.Tasp1,Tasp1
14100,10003838004.Sfxn5,Sfxn5
14101,10002920375.Gm48395,Gm48395
14102,500833.Letmd1,Letmd1
14103,10002896721.Ndufs8,Ndufs8
14104,10003114624.Adamtsl4,Adamtsl4
14105,10002918008.Dcaf12l1,Dcaf12l1
14106,508741.Avpr1b,Avpr1b
14107,10004035849.Pnma5,Pnma5
14108,10002942786.Gm29506,Gm29506
14109,502115.Hrk,Hrk
14110,510651.Snx11,Snx11
14111,10003843386.Gm13480,Gm13480
14112,10004033243.Oas3,Oas3
14113,10003843276.Tmem178b,Tmem178b
14114,10003843847.Gm20914,Gm20914
14115,505958.Rsf1,Rsf1
14116,10002909778.Gm7627,Gm7627
14117,10004034337.Miga2,Miga2
14118,10002910768.Cntn5,Cntn5
14119,507115.Dnajb14,Dnajb14
14120,10002910685.Hsd17b3,Hsd17b3
14121,10002907588.Wdhd1,Wdhd1
14122,505756.Wnk2,Wnk2
14123,518753.Lyzl1,Lyzl1
14124,10003845657.Gm24097,Gm24097
14125,10002939522.Zfp536,Zfp536
14126,10002912485.Cnbp,Cnbp
14127,10004034372.Gpr157,Gpr157
14128,10004036703.Rdh13,Rdh13
14129,10002936103.Gm25455,Gm25455
14130,511793.Dguok,Dguok
14131,10002914673.Rnf208,Rnf208
14132,10004033454.Tex14,Tex14
14133,507734.Tra2b,Tra2b
14134,10004035875.Slc34a1,Slc34a1
14135,10003835639.Tiam1,Tiam1
14136,10002924393.Gm43574,Gm43574
14137,1375381.1700027A15Rik,1700027A15Rik
14138,505023.Gm4412,Gm4412
14139,504163.Chst5,Chst5
14140,10004033948.Mrgprb5,Mrgprb5
14141,10003838418.A730004F24Rik,A730004F24Rik
14142,10004035638.Krt10,Krt10
14143,512559.2310034C09Rik,2310034C09Rik
14144,1364770.Fgf8,Fgf8
14145,10004035314.Rapgef3os2,Rapgef3os2
14146,507846.Usp42,Usp42
14147,10003117741.Gfod1,Gfod1
14148,10002922616.Plut,Plut
14149,10002911613.Gm28347,Gm28347
14150,10002916759.Uri1,Uri1
14151,10003839194.Gm19761,Gm19761
14152,10002923360.Gm47475,Gm47475
14153,503955.Crkl,Crkl
14154,512946.Dab1,Dab1
14155,10002921443.Trim50,Trim50
14156,10004035754.Maf,Maf
14157,10003842431.Gm18777,Gm18777
14158,10003838892.Pard3bos1,Pard3bos1
14159,506320.Trim29,Trim29
14160,502362.Fam168a,Fam168a
14161,519321.Gm48599,Gm48599
14162,10002912883.Primpol,Primpol
14163,10003839166.Cux2,Cux2
14164,10003840557.8430423G03Rik,8430423G03Rik
14165,10002927272.Cyp7b1,Cyp7b1
14166,10004034702.Xpo6,Xpo6
14167,10004034673.Zfp397,Zfp397
14168,10002936715.Gm29230,Gm29230
14169,10004037391.Olfr788,Olfr788
14170,10002907959.Zfp11,Zfp11
14171,499259.Natd1,Natd1
14172,10004035179.Crbn,Crbn
14173,10004033803.Gm29292,Gm29292
14174,10004037524.Taar2,Taar2
14175,10002906476.Deup1,Deup1
14176,10004033850.Gm14328,Gm14328
14177,10004037385.Slc35d3,Slc35d3
14178,10002897643.Batf2,Batf2
14179,10002937879.Gm49639,Gm49639
14180,509877.Gm15469,Gm15469
14181,504606.Slc39a1-ps,Slc39a1-ps
14182,10003842897.Ppp1r7,Ppp1r7
14183,10003838025.Clnkos,Clnkos
14184,504037.4921513I03Rik,4921513I03Rik
14185,10004037203.Rnf215,Rnf215
14186,10003842199.Xpo7,Xpo7
14187,10003842343.Gm6329,Gm6329
14188,10004038104.Nkrf,Nkrf
14189,10002939329.Gm7422,Gm7422
14190,10004036839.Olfr767,Olfr767
14191,10002907180.Pank3,Pank3
14192,10002944491.Gm43682,Gm43682
14193,500147.4930555K19Rik,4930555K19Rik
14194,10002900120.Pick1,Pick1
14195,10002900430.Nprl2,Nprl2
14196,10002912929.Cplane1,Cplane1
14197,10002896596.Glipr1l3,Glipr1l3
14198,10002908632.1110038F14Rik,1110038F14Rik
14199,10002900358.Rab7b,Rab7b
14200,510745.Tufm,Tufm
14201,10003838848.D330023K18Rik,D330023K18Rik
14202,10003845146.H2al1j,H2al1j
14203,504698.Timm50,Timm50
14204,10004038344.Cog2,Cog2
14205,510323.Isca2,Isca2
14206,10004036660.Rpl36-ps8,Rpl36-ps8
14207,10004034321.Coro7,Coro7
14208,10002918736.Dhx37,Dhx37
14209,519409.9130017K11Rik,9130017K11Rik
14210,10002903262.Cars2,Cars2
14211,10002939137.Gm47838,Gm47838
14212,10004037733.Olfr1019,Olfr1019
14213,10004033730.Tbkbp1,Tbkbp1
14214,10004037299.Rdh9,Rdh9
14215,10004034391.Gm45667,Gm45667
14216,510809.Arhgef19,Arhgef19
14217,10003836345.Gm45246,Gm45246
14218,10003842446.Zfp710,Zfp710
14219,10002933685.Gm43867,Gm43867
14220,10002932079.Gm8960,Gm8960
14221,10003839608.Gm28434,Gm28434
14222,512477.Cyp2d9,Cyp2d9
14223,10002941944.Gm15962,Gm15962
14224,10002937458.Gm9700,Gm9700
14225,10002896562.Tchh,Tchh
14226,10002904075.Ikzf3,Ikzf3
14227,515040.Cd8a,Cd8a
14228,10002938133.Gm26137,Gm26137
14229,10002904121.Rc3h2,Rc3h2
14230,511125.Pacrg,Pacrg
14231,10004037521.Olfr472,Olfr472
14232,503818.Terf2,Terf2
14233,498715.Gm26760,Gm26760
14234,499264.Cd163,Cd163
14235,10003842250.9630013K17Rik,9630013K17Rik
14236,10004034651.Olfr412,Olfr412
14237,10002920511.Gm43574,Gm43574
14238,10003840080.4921501I09Rik,4921501I09Rik
14239,10002928778.Obox4-ps1,Obox4-ps1
14240,515180.Vnn1,Vnn1
14241,10004033134.Cd209b,Cd209b
14242,10004036183.Mrgprb2,Mrgprb2
14243,10004033039.Hoxc5,Hoxc5
14244,10004033436.Vmn2r67,Vmn2r67
14245,503233.Gm43356,Gm43356
14246,508217.Cxcr3,Cxcr3
14247,515653.Mterf3,Mterf3
14248,10002942238.G630016G05Rik,G630016G05Rik
14249,10003840713.Gm17101,Gm17101
14250,10003840092.Erich1,Erich1
14251,498978.Thbd,Thbd
14252,10003841657.Gm33707,Gm33707
14253,10002913545.Eif6,Eif6
14254,10004033594.Grm6,Grm6
14255,515367.Ganab,Ganab
14256,509631.Dph6,Dph6
14257,507748.Ighg1,Ighg1
14258,10003845063.Gm44399,Gm44399
14259,500402.Por,Por
14260,10002900815.Gtf2h3,Gtf2h3
14261,10002917689.Ankrd35,Ankrd35
14262,10002899811.Myl4,Myl4
14263,1477392.Ttn,Ttn
14264,10003837870.E130101E03Rik,E130101E03Rik
14265,503339.Kcnt1,Kcnt1
14266,508119.Pctp,Pctp
14267,10003844260.Ank,Ank
14268,10003842326.Olfr966-ps1,Olfr966-ps1
14269,10002906419.H2-M10.5,H2-M10.5
14270,10002906172.Cnot1,Cnot1
14271,10002925450.A730060N03Rik,A730060N03Rik
14272,501979.1700125H20Rik,1700125H20Rik
14273,501838.Nr2f6,Nr2f6
14274,497756.Hps3,Hps3
14275,10002914102.Mgat1,Mgat1
14276,10003839003.Gm25486,Gm25486
14277,10002912394.Olfr90,Olfr90
14278,503704.9330118I20Rik,9330118I20Rik
14279,10003845150.Hdac8,Hdac8
